index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0216.smt2,,,,2,1,1,6,6,,6,,6,23,4,8,,32,113,,58,,,,,,,33,75,48,,,,,,36,3,176.92,96.93,sat,3.76,0.74,0.06,0.37,0.03,0.30,2.28,1.54,,0.00,0.01,0.01,0.08,3.41,0.37,3.02,0.27,0.02,1.24,0.22,0.00,0.22,
chc-lia-lin-0217.smt2,,,,2,,,5,5,,,,,19,,5,,24,103,,40,,,,,,,30,83,34,,,,,,,,167.16,93.35,sat,2.73,0.60,0.04,0.35,0.02,0.20,1.54,0.91,,0.00,0.01,0.01,0.06,2.40,0.32,2.06,0.20,0.01,0.85,0.00,,0.00,
chc-lia-lin-0218.smt2,,,,1,,,5,5,,,,,17,,7,,26,84,,45,,,,,,,31,61,39,,,,,,,,164.96,92.46,sat,2.73,0.49,0.04,0.23,0.02,0.22,1.56,1.00,,0.00,0.01,0.01,0.05,2.33,0.26,2.06,0.21,0.01,0.95,0.00,,0.00,
chc-lia-lin-0219.smt2,,,,2,,,5,5,,,,,18,,7,,26,69,,46,,,,,,,31,41,40,,,,,,,,172.16,96.40,sat,3.52,1.05,0.08,0.60,0.04,0.36,1.79,1.14,,0.00,0.01,0.01,0.07,3.16,0.32,2.82,0.24,0.02,1.02,0.00,,0.00,
chc-lia-lin-0220.smt2,,,,2,1,,5,5,,1,,1,18,1,3,,29,93,,45,,,,,,,29,73,39,,,,,,,,171.44,96.00,sat,3.10,0.71,0.07,0.37,0.03,0.28,1.75,1.07,,0.00,0.01,0.01,0.05,2.74,0.38,2.35,0.21,0.01,0.97,0.00,,0.00,
chc-lia-lin-0221.smt2,,,,2,,1,5,5,,1,,1,16,1,3,,25,104,,40,,,,,,,27,85,34,,,,,,4,,223.28,120.26,sat,3.06,0.57,0.05,0.31,0.02,0.22,1.74,1.00,,0.00,0.01,0.01,0.06,2.57,0.36,2.19,0.20,0.01,0.97,0.04,0.00,0.04,
chc-lia-lin-0222.smt2,,,,2,,1,5,5,,1,,1,16,1,3,,25,104,,40,,,,,,,27,85,34,,,,,,4,,223.28,120.26,sat,2.98,0.57,0.05,0.30,0.02,0.21,1.69,0.98,,0.00,0.01,0.01,0.05,2.51,0.35,2.14,0.19,0.01,0.95,0.04,0.00,0.04,
chc-lia-lin-0223.smt2,,,,2,1,1,6,6,,2,,2,25,2,6,,39,166,,69,,,,,,,51,115,61,,,,,,38,1,233.84,132.81,sat,5.93,1.87,0.14,1.17,0.06,0.55,3.08,2.11,,0.00,0.01,0.01,0.10,5.45,0.59,4.84,0.37,0.03,1.62,0.25,0.00,0.25,
chc-lia-lin-0224.smt2,,,,2,,,5,5,,,,,22,,6,,34,123,,52,,,,,,,38,97,46,,,,,,,,215.84,120.92,sat,3.84,0.63,0.06,0.28,0.03,0.28,2.38,1.55,,0.00,0.01,0.01,0.06,3.38,0.40,2.97,0.28,0.02,1.48,0.00,,0.00,
chc-lia-lin-0225.smt2,,,,2,,,5,5,,,,,22,,6,,34,123,,52,,,,,,,38,97,46,,,,,,,,215.84,120.92,sat,4.09,0.66,0.07,0.29,0.03,0.30,2.57,1.71,,0.00,0.01,0.01,0.07,3.61,0.41,3.19,0.29,0.02,1.60,0.00,,0.00,
chc-lia-lin-0226.smt2,,,,2,1,,5,5,,1,,1,20,1,4,,30,121,,48,,,,,,,35,94,41,,,,,,,,217.28,123.63,sat,3.80,0.77,0.06,0.42,0.03,0.29,2.21,1.40,,0.00,0.01,0.01,0.06,3.30,0.46,2.83,0.24,0.01,1.26,0.00,,0.00,
chc-lia-lin-0227.smt2,,,,2,2,1,6,6,,3,,3,22,2,8,,41,145,,69,,,,,,,48,95,60,,,,,,12,1,226.36,130.70,sat,5.29,1.26,0.12,0.66,0.05,0.48,3.00,2.20,,0.00,0.01,0.01,0.08,4.75,0.60,4.13,0.37,0.04,1.66,0.08,0.00,0.08,
chc-lia-lin-0228.smt2,,,,2,,,6,6,,,,,24,,8,,35,167,,58,,,,,,,41,133,51,,,,,,,,219.20,130.88,sat,4.85,0.91,0.09,0.44,0.03,0.39,2.97,1.84,,0.00,0.01,0.01,0.07,4.31,0.56,3.73,0.32,0.03,1.78,0.00,,0.00,
chc-lia-lin-0229.smt2,,,,2,1,,6,6,,2,,2,28,2,4,,44,137,,74,,,,,,,55,88,66,,,,,,,,228.56,132.59,sat,6.90,2.41,0.19,1.46,0.07,0.75,3.40,2.33,,0.00,0.01,0.01,0.10,6.38,0.86,5.50,0.43,0.03,1.76,0.01,,0.01,
chc-lia-lin-0230.smt2,,,,1,1,1,5,5,,4,,4,21,3,3,,36,108,,55,,,,,,,43,83,47,,,,,,31,1,227.44,131.78,sat,4.75,1.12,0.10,0.60,0.04,0.41,2.70,1.91,,0.00,0.01,0.01,0.07,4.23,0.47,3.74,0.30,0.02,1.40,0.25,0.00,0.25,
chc-lia-lin-0231.smt2,,,,2,,,5,5,,,,,28,,4,,44,121,,65,,,,,,,50,79,59,,,,,,,,228.28,134.58,sat,7.24,2.51,0.19,1.52,0.07,0.80,3.62,2.51,,0.00,0.01,0.01,0.09,6.63,0.73,5.89,0.39,0.03,2.17,0.00,,0.00,
chc-lia-lin-0232.smt2,,,,2,,,5,5,,,,,28,,4,,44,121,,65,,,,,,,50,79,59,,,,,,,,228.28,134.58,sat,7.17,2.51,0.19,1.52,0.07,0.80,3.55,2.46,,0.00,0.01,0.01,0.09,6.56,0.72,5.82,0.38,0.03,2.11,0.00,,0.00,
chc-lia-lin-0233.smt2,,,,2,1,1,5,5,,3,,3,22,3,6,,38,122,,57,,,,,,,44,92,49,,,,,,48,4,235.20,136.45,sat,5.38,1.35,0.11,0.73,0.04,0.50,2.98,2.08,,0.00,0.01,0.01,0.07,4.74,0.51,4.22,0.31,0.02,1.58,0.33,0.00,0.33,
chc-lia-lin-0234.smt2,,,,2,1,1,5,5,,3,,3,22,3,6,,38,122,,57,,,,,,,44,92,49,,,,,,48,4,235.20,136.45,sat,6.19,1.47,0.12,0.79,0.05,0.54,3.62,2.60,,0.00,0.01,0.01,0.08,5.53,0.60,4.91,0.33,0.02,1.89,0.47,0.00,0.47,
chc-lia-lin-0235.smt2,,,,2,1,1,5,5,,1,,1,26,1,8,,42,116,,63,,,,,,,44,80,56,,,,,,2,,240.48,139.60,sat,6.68,2.23,0.17,1.24,0.07,0.81,3.35,2.18,,0.00,0.01,0.01,0.09,6.07,0.51,5.54,0.37,0.03,2.08,0.03,0.00,0.03,
chc-lia-lin-0236.smt2,,,,2,1,1,6,6,,2,,2,27,2,12,,43,164,,71,,,,,,,48,106,64,,,,,,4,,252.16,143.30,sat,7.97,2.40,0.20,1.40,0.07,0.80,4.36,3.09,,0.00,0.02,0.01,0.11,7.37,0.84,6.51,0.46,0.04,2.60,0.06,0.00,0.06,
chc-lia-lin-0237.smt2,,,,2,1,1,5,5,,1,,1,25,1,5,,39,152,,57,,,,,,,44,124,50,,,,,,12,1,250.56,144.06,sat,6.17,1.65,0.14,0.91,0.05,0.59,3.52,2.14,,0.00,0.01,0.01,0.08,5.62,0.63,4.98,0.34,0.02,2.07,0.09,0.00,0.09,
chc-lia-lin-0238.smt2,,,,2,1,,5,5,,1,,1,29,1,10,,46,108,,71,,,,,,,58,64,65,,,,,,,,239.08,139.09,sat,7.57,2.40,0.20,1.38,0.08,0.80,3.99,2.67,,0.00,0.01,0.01,0.12,7.01,0.59,6.40,0.48,0.04,2.47,0.00,,0.00,
chc-lia-lin-0239.smt2,,,,2,1,,5,5,,1,,1,27,1,8,,41,100,,67,,,,,,,57,61,61,,,,,,,,233.08,137.11,sat,5.85,1.81,0.15,1.00,0.06,0.65,2.99,1.98,,0.00,0.01,0.01,0.09,5.30,0.43,4.85,0.40,0.03,1.88,0.00,,0.00,
chc-lia-lin-0240.smt2,,,,2,1,1,6,6,,4,,4,26,4,13,,41,139,,70,,,,,,,58,78,62,,,,,,2,,258.04,145.55,sat,6.47,1.66,0.14,0.89,0.06,0.61,3.67,2.48,,0.00,0.01,0.01,0.10,5.88,0.67,5.19,0.42,0.04,2.19,0.03,0.00,0.03,
chc-lia-lin-0241.smt2,,,,2,1,1,6,6,,4,,4,26,4,13,,41,139,,70,,,,,,,58,78,62,,,,,,2,,258.04,145.55,sat,6.58,1.68,0.15,0.92,0.06,0.61,3.74,2.56,,0.00,0.01,0.01,0.09,5.98,0.68,5.29,0.42,0.03,2.26,0.04,0.00,0.04,
chc-lia-lin-0242.smt2,,,,2,2,1,5,5,,2,,2,25,2,5,,43,93,,67,,,,,,,53,57,60,,,,,,12,1,247.08,142.85,sat,6.81,1.96,0.18,1.06,0.07,0.72,3.67,2.48,,0.00,0.02,0.01,0.10,6.20,0.48,5.70,0.44,0.03,2.27,0.11,0.00,0.11,
chc-lia-lin-0243.smt2,,,,2,2,1,5,5,,2,,2,25,2,5,,43,93,,67,,,,,,,53,57,60,,,,,,12,1,247.08,142.85,sat,6.81,1.97,0.18,1.06,0.07,0.72,3.67,2.48,,0.00,0.01,0.01,0.10,6.21,0.47,5.72,0.44,0.03,2.28,0.11,0.00,0.11,
chc-lia-lin-0244.smt2,,,,2,2,1,6,6,,7,,7,26,6,9,,48,178,,77,,,,,,,62,119,68,,,,,,74,4,270.44,153.78,sat,10.64,3.92,0.31,2.25,0.09,1.42,5.45,3.95,,0.00,0.01,0.01,0.11,10.05,0.92,9.11,0.50,0.04,2.92,0.70,0.00,0.70,
chc-lia-lin-0245.smt2,,,,2,2,1,6,6,,7,,7,26,6,9,,48,178,,77,,,,,,,62,119,68,,,,,,74,4,270.44,153.78,sat,10.24,3.85,0.29,2.21,0.08,1.40,5.13,3.67,,0.00,0.01,0.01,0.12,9.66,0.85,8.79,0.51,0.04,2.76,0.60,0.00,0.60,
chc-lia-lin-0246.smt2,,,,5,1,1,7,7,,,,,18,2,9,,13,74,2,40,,,,,,,23,36,33,,,,,,6,,141.76,78.07,sat,0.74,0.06,0.01,0.02,0.00,0.04,0.44,0.19,,0.00,0.01,0.01,0.01,0.59,0.09,0.47,0.02,0.01,0.14,0.01,0.00,0.01,
chc-lia-lin-0247.smt2,,,,4,,1,6,6,,,,,21,1,7,1,17,71,3,40,,,,,,,25,36,34,,,,,,12,2,204.72,123.19,sat,1.11,0.05,0.01,0.02,0.00,0.03,0.74,0.32,,0.00,0.01,0.01,0.01,0.89,0.11,0.77,0.02,0.01,0.24,0.10,0.00,0.10,
chc-lia-lin-0248.smt2,,,,21,,,28,28,,,,,342,,1249,,252,4411,92,910,,,,,,,401,2278,883,,,,,,,,954.88,396.90,sat,7.98,0.56,0.12,0.23,0.08,0.18,5.43,2.51,,0.06,0.02,0.01,0.25,7.43,2.24,5.10,0.59,0.19,1.46,0.00,,0.00,
chc-lia-lin-0249.smt2,5,,,,,,5,5,,,,,20,,14,,1,43,1,39,,,,,,,19,9,38,5,,1,,,,,147.96,48.61,unsat,0.19,0.00,0.00,0.00,0.00,0.00,0.05,0.02,,0.00,0.03,0.01,0.01,0.10,0.01,0.07,0.01,0.00,0.00,0.00,,0.00,0.01
chc-lia-lin-0250.smt2,24,,,,,,24,24,,,,,157,,443,,77,1370,7,371,,,,,,,163,685,375,24,,1,,,,,579.48,191.72,unsat,1.46,0.06,0.01,0.02,0.01,0.02,0.78,0.28,,0.00,0.05,0.01,0.06,1.26,0.34,0.83,0.14,0.02,0.06,0.00,,0.00,0.05
chc-lia-lin-0251.smt2,,10,,67,74,1,80,80,,127,54,141,1089,244,19168,9,1514,77022,1095,5018,,84,260,20,,,2733,44396,5448,114,64,61,,88,1020,,13213.60,5598.56,sat,355.44,9.88,1.65,5.39,1.42,1.65,302.96,145.23,,3.42,0.04,0.01,1.47,343.89,151.53,191.98,4.98,9.95,87.50,9.12,0.00,9.12,3.36
chc-lia-lin-0252.smt2,14,,,,,,14,14,,,,,72,,146,,14,468,1,222,,,,,,,71,207,221,14,,1,,,,,323.44,106.62,unsat,0.71,0.03,0.00,0.01,0.00,0.01,0.32,0.14,,0.00,0.04,0.01,0.04,0.57,0.10,0.43,0.09,0.00,0.02,0.00,,0.00,0.02
chc-lia-lin-0253.smt2,,,,64,11,1,73,73,,,,,549,113,4175,,424,19185,425,1625,,19,83,,,,767,12694,1564,,7,,,,568,,4989.56,1883.86,sat,35.41,1.27,0.23,0.58,0.18,0.32,25.76,9.62,,0.17,0.06,0.01,0.30,31.54,14.89,16.34,0.88,0.72,5.95,1.33,0.00,1.33,
chc-lia-lin-0254.smt2,,,,65,85,1,105,105,,25,,,857,159,6596,,1518,84925,661,2861,,26,19,,,,2305,76260,3147,,,,,33,300,,23540.60,8551.02,sat,222.74,3.17,0.44,1.61,0.47,0.46,173.83,17.72,,0.31,0.06,0.01,0.79,199.53,148.23,50.90,2.62,7.05,7.03,7.89,0.00,7.89,0.32
chc-lia-lin-0255.smt2,32,,,,,,32,32,,,,,195,,840,,69,2575,7,538,,,,,,,207,1276,543,32,,1,,,,,900.92,312.30,unsat,2.85,0.13,0.02,0.05,0.01,0.05,1.76,0.69,,0.01,0.06,0.01,0.10,2.56,0.84,1.61,0.24,0.02,0.25,0.00,,0.00,0.07
chc-lia-lin-0256.smt2,61,,,,24,1,54,54,,189,45,563,1341,6,5575,,243,17509,216,2433,,,,,,,1645,8290,2775,119,8,46,,126,66,,4433.12,1680.45,unsat,59.86,3.28,0.58,1.50,0.40,0.95,48.63,25.69,,0.41,0.04,0.01,0.68,59.11,15.14,43.73,2.09,1.84,18.06,0.40,0.00,0.40,0.77
chc-lia-lin-0257.smt2,,,54,10,6,2,12,12,,,,,32,8,22,1,21,191,,74,,9,,1,,,68,93,89,23,3,18,5,,47,9,621.40,357.94,sat,14.73,0.35,0.05,0.13,0.01,0.18,13.09,4.78,3.17,0.00,0.02,0.02,0.06,13.95,2.26,11.64,0.11,0.05,2.69,1.59,0.00,1.59,0.71
chc-lia-lin-0258.smt2,,320,584,,21,2,51,50,,25,9,2,205,14,725,37,35,4763,14,702,,92,12,16,,,572,2218,790,142,59,109,332,1,258,11,856.77,819.22,timeout,599.24,3.50,0.56,1.68,0.27,1.26,515.58,27.16,90.31,0.19,0.02,0.02,0.56,529.49,65.10,464.10,1.30,2.82,48.12,23.65,0.00,23.65,34.01
chc-lia-lin-0259.smt2,,,,29,,,39,39,,,,,145,,814,,101,3184,20,465,,,,,,,120,1900,438,,,,,,,,1083.68,371.69,sat,3.36,0.12,0.01,0.04,0.01,0.05,1.90,0.59,,0.01,0.06,0.01,0.08,2.68,1.19,1.35,0.22,0.01,0.17,0.00,,0.00,
chc-lia-lin-0260.smt2,,,,62,,,87,87,,,,,309,,4135,,187,12760,,1460,,,,,,,191,7122,1416,,,,,,,,4652.52,1526.96,sat,14.46,0.76,0.06,0.25,0.07,0.33,8.55,2.64,,0.05,0.09,0.03,0.20,11.33,5.38,5.62,0.54,0.04,1.22,0.00,,0.00,
chc-lia-lin-0261.smt2,,,,62,,,103,103,,,,,287,,3902,,125,12624,,1391,,,,,,,125,7951,1346,,,,,,,,4461.12,1488.14,sat,14.38,0.56,0.05,0.18,0.04,0.23,8.52,2.00,,0.02,0.09,0.03,0.29,11.26,5.86,5.02,0.64,0.04,1.19,0.00,,0.00,
chc-lia-lin-0262.smt2,,,,62,,,97,97,,,,,281,,3927,,125,11805,,1319,,,,,,,127,7408,1280,,,,,,,,4622.48,1515.20,sat,13.32,0.58,0.05,0.18,0.04,0.25,7.74,1.74,,0.02,0.09,0.03,0.27,10.36,5.18,4.82,0.59,0.03,1.12,0.00,,0.00,
chc-lia-lin-0263.smt2,,,,62,,,89,89,,,,,247,,3512,,125,10455,,1320,,,,,,,125,6002,1278,,,,,,,,4466.00,1439.74,sat,11.50,0.76,0.04,0.18,0.04,0.44,6.32,1.70,,0.03,0.09,0.03,0.17,8.83,3.80,4.70,0.47,0.03,0.79,0.00,,0.00,
chc-lia-lin-0264.smt2,,,,62,,,117,117,,,,,301,,3827,,125,13835,,1839,,,,,,,125,9078,1780,,,,,,,,5762.80,1853.28,sat,17.94,0.56,0.07,0.21,0.05,0.18,10.96,2.76,,0.03,0.09,0.03,0.24,14.09,7.37,6.29,0.66,0.05,1.81,0.00,,0.00,
chc-lia-lin-0265.smt2,,,,62,,,101,101,,,,,248,,3910,,126,12083,,1320,,,,,,,125,7562,1278,,,,,,,,4539.04,1505.13,sat,14.10,0.56,0.05,0.19,0.04,0.23,8.41,2.17,,0.02,0.09,0.03,0.31,11.06,5.49,5.20,0.63,0.03,1.58,0.00,,0.00,
chc-lia-lin-0266.smt2,,,,81,,,82,82,,,,,227,,3215,,125,9567,21,1347,,,,,,,127,5250,1301,,,,,,,,3409.36,1165.82,sat,10.57,0.62,0.04,0.18,0.04,0.30,5.92,1.78,,0.04,0.09,0.03,0.18,8.23,3.58,4.34,0.48,0.03,0.75,0.00,,0.00,
chc-lia-lin-0267.smt2,,,,119,,,122,122,,,,,365,,3858,,125,14150,,2094,,,,,,,149,9432,2030,,,,,,,,5775.28,1988.22,sat,19.19,0.54,0.06,0.20,0.05,0.15,11.75,2.84,,0.03,0.09,0.03,0.36,15.14,8.11,6.56,0.84,0.05,1.77,0.00,,0.00,
chc-lia-lin-0268.smt2,,1,,,66,1,79,78,,14,,24,5773,277,22963,88,670,87235,970,8550,,96,254,,,,8040,44457,9215,,5,,,84,1947,,6321.88,6248.97,timeout,597.17,20.64,3.02,11.56,3.07,2.72,460.34,278.38,,4.64,0.07,0.02,2.75,547.95,145.20,402.41,10.82,29.55,191.26,18.08,0.00,18.08,0.48
chc-lia-lin-0269.smt2,,,,62,,,119,119,,,,,309,,5581,,299,19199,,2052,,,,,,,187,12674,1992,,,,,,,,6093.28,2173.86,sat,23.44,0.81,0.11,0.34,0.09,0.21,14.60,2.52,,0.03,0.09,0.03,0.32,18.58,10.76,7.37,0.84,0.06,1.50,0.00,,0.00,
chc-lia-lin-0270.smt2,,,,120,,,121,121,,,,,305,,3878,,125,13986,60,2027,,,,,,,127,9559,1964,,,,,,,,5776.36,2015.39,sat,19.04,0.58,0.03,0.14,0.05,0.28,11.17,2.17,,0.02,0.09,0.03,0.33,14.41,8.27,5.71,0.74,0.04,1.36,0.00,,0.00,
chc-lia-lin-0271.smt2,,,,107,,,108,108,,,,,326,,3904,,125,13201,47,1503,,,,,,,127,8432,1452,,,,,,,,5045.48,1670.87,sat,16.93,0.50,0.04,0.16,0.05,0.19,9.91,1.95,,0.03,0.09,0.03,0.20,12.67,7.07,5.19,0.53,0.04,1.21,0.00,,0.00,
chc-lia-lin-0272.smt2,,,,62,,,90,90,,,,,247,,3571,,125,10570,,1308,,,,,,,127,6138,1267,,,,,,,,4519.68,1471.95,sat,12.46,0.64,0.05,0.19,0.04,0.30,6.55,1.60,,0.03,0.09,0.03,0.21,8.97,4.19,4.45,0.50,0.03,0.73,0.00,,0.00,
chc-lia-lin-0273.smt2,,,,126,,,143,143,,,,,387,,8577,,187,22986,152,1823,,,,,,,191,12769,1766,,,,,,,,8101.40,2732.69,sat,33.68,1.08,0.08,0.36,0.08,0.46,23.15,3.52,,0.07,0.09,0.03,0.24,27.39,13.27,13.55,0.65,0.06,1.71,0.00,,0.00,
chc-lia-lin-0274.smt2,,,,96,,,99,99,,,,,417,,5418,,187,15635,,1469,,,,,,,187,9453,1428,,,,,,,,6402.04,2174.91,sat,19.11,0.81,0.10,0.32,0.07,0.30,11.68,2.28,,0.02,0.09,0.03,0.19,14.67,7.88,6.43,0.52,0.05,1.56,0.00,,0.00,
chc-lia-lin-0275.smt2,,,,62,,,108,108,,,,,309,,4073,,189,15481,1,1625,,,,,,,187,10321,1576,,,,,,,,8053.68,2606.16,sat,23.89,0.72,0.06,0.25,0.06,0.27,15.62,2.45,,0.03,0.09,0.03,0.22,19.19,9.57,9.23,0.59,0.37,1.34,0.00,,0.00,
chc-lia-lin-0276.smt2,,,,94,,,95,95,,,,,287,,3933,,125,11342,34,1256,,,,,,,125,7028,1218,,,,,,,,4644.48,1540.45,sat,13.61,0.61,0.05,0.18,0.05,0.29,7.82,1.67,,0.02,0.09,0.03,0.16,10.21,5.16,4.70,0.42,0.03,1.19,0.00,,0.00,
chc-lia-lin-0277.smt2,,,,102,,,105,105,,,,,435,,5573,,187,17036,,1577,,,,,,,187,10473,1530,,,,,,,,6511.72,2226.09,sat,22.15,0.84,0.10,0.33,0.08,0.28,13.63,2.94,,0.03,0.09,0.03,0.31,17.09,9.30,7.40,0.71,0.06,2.06,0.00,,0.00,
chc-lia-lin-0278.smt2,,,,,74,1,78,77,,95,,17,7180,340,20697,57,870,79134,604,10691,,80,220,,,,9878,40829,11502,,2,,,150,2080,,6008.65,5957.59,timeout,595.74,27.96,3.82,14.68,4.29,4.86,450.63,280.58,,4.05,0.07,0.02,3.46,562.61,105.05,457.23,13.23,40.71,211.39,20.71,0.00,20.71,1.36
chc-lia-lin-0279.smt2,,,,,88,3,79,78,2,68,,61,4651,433,25972,33,443,124101,674,7192,,80,207,,,,6934,78602,7953,,1,,2,109,2655,21,9407.40,9323.98,timeout,597.58,17.34,2.29,9.64,2.67,2.08,439.11,230.50,,4.06,0.07,0.02,2.44,522.89,193.43,329.10,9.30,25.41,135.85,28.04,0.00,28.04,1.20
chc-lia-lin-0280.smt2,,,,2,,1,5,5,,,,,15,2,7,,27,53,,43,,,,,,,35,23,38,,,,,,,,690.96,369.78,sat,17.33,1.61,0.10,0.67,0.04,0.83,11.22,9.29,,0.00,0.07,0.06,0.17,13.99,2.09,11.88,1.07,0.01,6.87,0.09,0.00,0.09,
chc-lia-lin-0281.smt2,,,,9,,1,13,13,,,,,177,10,298,,233,2960,,431,,,,,,,332,1617,417,,,,,,,,1702.52,994.33,sat,300.05,33.19,2.49,15.34,0.96,15.29,243.88,190.85,,0.35,0.09,0.08,2.34,293.77,77.44,216.28,13.96,1.08,140.06,0.70,0.00,0.70,
chc-lia-lin-0282.smt2,42,,,,,,42,42,,,,,451,,2046,,133,6373,12,1125,,,,,,,477,3270,1131,42,,1,,,,,2155.24,723.69,unsat,8.45,0.42,0.07,0.16,0.04,0.14,5.95,2.46,,0.03,0.09,0.02,0.22,7.95,2.63,5.17,0.60,0.08,1.31,0.00,,0.00,0.14
chc-lia-lin-0283.smt2,,,,7,1,1,13,13,,1,,1,165,10,176,,369,3943,,570,,,,,,,429,2524,555,,,,,,,,2133.56,1204.74,sat,473.31,84.04,4.81,50.05,1.73,29.34,359.34,278.20,,0.55,0.08,0.07,3.40,466.82,109.78,356.98,19.21,1.90,208.65,0.87,0.00,0.87,
chc-lia-lin-0284.smt2,,,,6,,1,12,12,,1,,1,129,13,357,,374,4417,,569,,,,,,,454,2761,555,,,,,,6,,1935.28,1108.73,sat,415.25,79.00,4.76,41.80,2.10,31.96,306.87,243.08,,0.55,0.08,0.07,3.28,409.54,101.19,308.30,19.53,1.87,166.14,1.43,0.00,1.43,
chc-lia-lin-0285.smt2,,,,10,,1,15,15,,,,,175,14,361,,317,4620,,531,,,,,,,414,2747,516,,,,,,4,,1969.84,1125.95,sat,425.72,56.75,3.95,28.57,1.42,24.47,340.84,271.30,,0.57,0.08,0.07,3.21,419.89,124.64,295.19,18.42,1.64,178.49,1.33,0.00,1.33,
chc-lia-lin-0286.smt2,,,,5,,1,8,8,,,,,69,5,46,,252,1761,2,364,,,,,,,321,1075,355,,,,,,,,1286.48,736.01,sat,190.94,27.70,1.78,13.87,0.69,11.97,145.12,117.28,,0.19,0.07,0.07,2.15,186.26,44.05,142.18,11.68,0.75,79.96,0.35,0.00,0.35,
chc-lia-lin-0287.smt2,,,,9,2,1,16,16,,3,,3,192,12,725,,415,6495,2,684,,,,,,,505,3581,668,,,,,,14,,2196.60,1241.77,sat,579.91,102.27,6.65,57.00,2.31,39.22,441.35,355.73,,1.04,0.09,0.09,4.16,572.99,185.38,387.54,23.43,2.65,206.06,2.25,0.00,2.25,
chc-lia-lin-0288.smt2,,,,13,,1,15,15,,11,,10,178,16,514,,380,6023,,686,,,,,,,546,3586,666,,,,,1,12,,2176.48,1254.56,sat,556.02,84.23,5.99,45.45,2.13,33.10,436.37,347.81,,0.99,0.08,0.07,4.11,549.55,164.05,385.43,23.05,2.64,220.87,2.75,0.00,2.75,0.08
chc-lia-lin-0289.smt2,,,,4,1,1,9,9,,10,,10,59,11,86,,267,1301,,392,,,,,,,303,568,381,,,,,,10,,1320.36,725.64,sat,221.00,46.21,2.57,24.62,0.94,19.08,153.73,126.31,,0.13,0.10,0.09,2.44,215.83,42.87,172.92,14.07,0.78,85.27,1.35,0.00,1.35,
chc-lia-lin-0290.smt2,,,,5,,1,8,8,,,,,59,6,47,,143,1081,,234,,,,,,,192,564,225,,,,,,,,1130.56,648.38,sat,129.33,18.71,1.24,8.53,0.55,8.77,97.03,75.32,,0.08,0.08,0.08,1.35,124.92,33.63,91.26,8.21,0.30,49.05,0.39,0.00,0.39,
chc-lia-lin-0291.smt2,,,,4,,1,8,8,,2,,2,58,8,30,,260,2162,2,354,,,,,,,312,1505,345,,,,,,8,,1657.08,954.53,sat,230.82,43.38,2.77,23.59,1.00,17.16,167.06,131.69,,0.19,0.08,0.07,2.18,225.61,50.18,175.40,13.20,0.75,92.30,1.29,0.00,1.29,
chc-lia-lin-0292.smt2,,,,6,,1,10,10,,,,,110,8,184,,262,2632,,449,,,,,,,346,1431,438,,,,,,,,1685.12,1002.84,sat,314.62,59.65,4.61,31.29,2.08,23.42,228.69,184.67,,0.30,0.09,0.08,2.83,308.11,82.65,225.42,17.07,1.11,114.38,0.63,0.00,0.63,
chc-lia-lin-0293.smt2,50,,,,64,1,49,49,,219,47,636,2281,46,12670,4,399,32813,548,3617,,16,90,,,,2723,13124,4207,102,37,45,,159,563,,9793.92,3227.17,unsat,98.69,5.42,0.92,2.56,0.69,1.40,78.00,43.17,,1.11,0.07,0.02,1.14,97.47,28.99,68.25,3.65,4.04,24.85,2.17,0.00,2.17,1.10
