index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0292.smt2,,,,6,,1,10,10,,110,8,184,,262,2632,,449,,,,,,,346,1431,438,,,,,,,,,1685.12,1002.84,sat,359.00,67.72,5.33,34.74,2.58,27.13,261.39,209.65,,0.31,0.10,0.09,3.10,351.39,93.59,257.76,19.38,1.14,131.94,0.70,0.00,0.70,
chc-lia-lin-0293.smt2,50,,,,63,1,50,50,,2156,41,11920,,262,30189,244,3565,,38,109,,,,2233,11820,3830,50,50,1,,,36,315,,9784.88,3183.95,unsat,92.26,5.26,1.00,2.58,0.70,1.16,71.81,38.56,,0.99,0.07,0.02,1.24,91.02,25.59,65.20,3.69,3.82,23.75,1.99,0.00,1.99,0.48
chc-lia-lin-0294.smt2,,,,,68,1,105,104,,3108,123,28044,,1018,119807,2257,6660,,11,33,,,,3794,76811,6635,,2,,,,6,751,,10215.58,10053.77,timeout,598.22,15.73,2.58,8.95,2.19,1.90,431.88,188.50,,2.92,0.11,0.03,2.14,487.14,228.52,258.11,6.98,10.83,125.10,7.00,0.00,7.00,0.13
chc-lia-lin-0295.smt2,,31,,,93,2,69,68,,3895,150,32200,19,630,79336,854,6882,,34,235,,,,4059,32018,6985,,110,,6,,23,1381,,4806.01,4684.18,timeout,596.77,16.66,2.83,8.95,2.54,2.62,413.36,240.19,,4.21,0.08,0.02,2.33,480.25,125.61,354.30,8.23,17.96,169.92,14.08,0.00,14.08,0.08
chc-lia-lin-0296.smt2,,145,85,42,155,2,77,77,,397,361,2181,2,649,17856,860,1575,,248,899,7,1,,2104,13465,2669,13,145,7,19,,67,5871,162,9491.12,3725.15,sat,178.37,3.80,0.56,1.61,0.42,1.35,142.67,64.14,6.35,0.42,0.06,0.02,0.94,169.19,39.60,129.15,3.58,7.76,22.29,30.20,0.00,30.20,3.31
chc-lia-lin-0297.smt2,29,5,25,,62,3,29,29,8,554,161,760,47,176,4705,194,885,,80,439,12,,2,825,2565,1013,46,23,13,148,,5,11546,227,3095.24,1151.37,unsat,65.59,1.38,0.30,0.57,0.14,0.52,57.15,41.31,6.49,0.17,0.06,0.02,0.35,64.77,6.77,57.86,1.12,1.63,8.09,35.67,0.00,35.67,0.52
chc-lia-lin-0298.smt2,,296,672,,226,3,59,58,1,1100,496,3258,25,245,28906,576,2681,,687,790,,,,2711,17709,4347,,517,,338,,50,22823,569,3307.57,3218.19,timeout,598.09,8.19,1.53,4.21,1.07,1.99,486.13,220.41,69.36,2.18,0.06,0.02,1.64,541.94,131.45,410.15,6.46,15.83,76.06,123.43,0.01,123.43,11.07
chc-lia-lin-0299.smt2,29,,58,,54,2,26,26,,437,151,993,7,145,3796,142,821,,99,243,1,,1,519,1602,877,29,56,14,159,,12,9112,274,1796.36,724.40,unsat,53.35,1.30,0.27,0.57,0.11,0.50,46.36,32.40,6.66,0.17,0.06,0.02,0.46,52.68,5.14,47.41,0.94,1.11,8.28,27.48,0.00,27.48,0.59
chc-lia-lin-0300.smt2,,14,61,,60,2,36,35,,482,227,762,12,125,5701,165,956,,142,338,,,,723,3147,1204,,83,,59,,16,5431,148,,,,,1.51,0.28,0.58,0.17,0.60,44.20,28.33,3.25,0.21,0.06,0.02,0.40,51.61,9.84,41.58,1.33,1.27,8.76,16.79,0.00,16.79,0.27
chc-lia-lin-0301.smt2,52,,,,2,,52,52,,745,,3228,,213,13411,12,1644,,,,,,,847,7896,1656,52,,1,,,,,,5893.04,1854.93,unsat,18.38,0.90,0.13,0.35,0.09,0.31,13.65,5.33,,0.10,0.11,0.03,0.39,17.56,7.56,9.80,1.07,0.18,2.44,0.02,,0.02,0.20
chc-lia-lin-0302.smt2,29,8,114,,60,2,27,27,,531,178,943,22,181,5053,162,884,,83,262,7,,,657,2602,1017,41,27,16,167,,2,9824,171,2244.80,884.66,unsat,72.35,1.37,0.29,0.56,0.12,0.56,64.15,43.27,10.53,0.23,0.06,0.02,0.36,71.58,8.35,63.09,1.16,1.47,11.89,36.39,0.00,36.39,0.77
chc-lia-lin-0303.smt2,,549,492,30,241,3,51,51,2,326,900,6086,50,1123,27956,548,3001,,684,588,79,,,2999,16155,4267,84,378,79,370,,57,9095,83,17660.88,6862.62,sat,530.32,8.45,1.30,4.06,0.98,2.41,437.02,220.40,24.12,2.56,0.07,0.03,1.77,507.12,104.09,402.74,6.52,23.21,105.72,86.68,0.01,86.68,8.18
chc-lia-lin-0304.smt2,,103,520,,96,2,69,68,,1090,715,2239,21,395,30989,1075,2729,,509,676,,,1,1935,20974,3864,,358,,93,5,15,13927,229,3377.40,3301.31,timeout,597.76,8.12,1.48,4.08,0.99,2.15,522.07,263.71,49.01,1.98,0.06,0.03,1.50,569.27,135.51,433.37,5.78,12.78,121.07,108.87,0.00,108.87,5.79
chc-lia-lin-0305.smt2,19,,,,35,2,19,19,,230,73,354,5,85,1268,53,397,,8,65,,,,203,513,406,19,4,1,9,,2,1850,17,879.40,319.46,unsat,11.98,0.41,0.06,0.14,0.03,0.21,9.73,7.48,0.10,0.02,0.07,0.03,0.13,11.51,1.10,10.32,0.37,0.27,2.26,4.38,0.00,4.38,0.14
chc-lia-lin-0306.smt2,,710,602,,221,4,49,48,42,1352,696,4364,115,401,21295,539,2965,,479,457,20,,,2833,9904,4164,26,406,20,47,,45,12263,203,3342.98,3341.95,timeout,598.16,8.43,1.40,3.96,1.01,2.50,445.28,228.71,52.64,2.41,0.07,0.03,1.63,507.64,92.18,415.19,6.56,20.21,93.84,125.03,0.01,125.03,9.39
chc-lia-lin-0307.smt2,7,,,,,,7,7,,71,,47,,4,225,4,103,,,,,,,50,67,102,7,,1,,,,,,513.20,176.67,unsat,1.15,0.03,0.00,0.01,0.00,0.02,0.62,0.34,0.01,0.00,0.07,0.03,0.03,0.80,0.17,0.61,0.07,0.00,0.03,0.00,,0.00,0.05
chc-lia-lin-0308.smt2,,26,785,,91,3,41,40,13,1311,791,4863,94,262,22442,238,3074,,724,490,10,,1,2516,10867,4558,18,424,10,139,,73,17608,137,3693.97,3621.47,timeout,597.92,9.00,1.47,4.26,1.11,2.58,453.92,224.95,60.01,2.11,0.07,0.03,1.68,514.31,87.51,426.58,6.95,19.46,106.35,114.11,0.00,114.11,10.35
chc-lia-lin-0309.smt2,14,,5,,3,,14,14,,194,8,371,,78,1686,7,288,,,,,,,158,882,287,14,,1,,,,,,1169.96,436.29,unsat,3.98,0.17,0.01,0.05,0.01,0.09,2.81,1.44,0.07,0.01,0.07,0.03,0.08,3.54,1.10,2.39,0.22,0.05,0.51,0.01,,0.01,0.16
chc-lia-lin-0310.smt2,42,715,1714,,292,2,42,42,,1418,766,6362,82,251,24919,265,3146,,568,122,,,,2991,11505,3894,252,297,184,111,,12,11060,252,16203.92,5664.44,unsat,521.99,7.24,1.02,3.30,0.81,2.18,460.56,137.95,154.35,1.97,0.07,0.03,1.91,519.11,100.51,418.36,6.23,18.88,98.32,105.61,0.00,105.61,16.98
chc-lia-lin-0311.smt2,2,,,,,,2,2,,6,,,,,3,,8,,,,,,,6,,7,2,,1,,,,,,268.00,100.29,unsat,0.35,0.00,0.00,0.00,0.00,0.00,0.06,0.01,,,0.09,0.04,0.00,0.08,0.00,0.07,0.01,0.00,,,,,0.00
chc-lia-lin-0312.smt2,64,,,,,,64,64,,1504,,9327,,287,37890,42,3274,,,,,,,1891,23069,3287,64,,1,,,,,,22133.12,6799.23,unsat,88.55,3.68,0.61,1.87,0.46,0.71,73.04,31.09,,0.56,0.14,0.04,0.94,86.17,37.86,48.05,2.83,1.41,18.32,0.06,,0.06,0.81
chc-lia-lin-0313.smt2,30,70,342,,66,1,30,30,,451,241,1646,3,28,8382,14,908,,62,30,22,,,704,3777,1004,124,52,109,,,,5751,30,6120.32,2130.55,unsat,71.60,1.43,0.17,0.56,0.12,0.59,62.70,18.50,29.73,0.21,0.09,0.04,0.49,70.39,15.23,55.01,1.22,1.47,9.66,25.95,0.00,25.95,1.22
chc-lia-lin-0314.smt2,,,,,30,1,95,94,,3991,32,35187,,525,112661,751,8759,,,,,,,5511,60042,8691,,,,,,,284,,15369.55,15235.35,timeout,596.53,24.96,3.54,14.37,3.66,2.64,446.40,218.28,,3.61,0.20,0.05,2.96,519.12,170.32,348.35,10.72,13.55,164.56,6.40,0.00,6.40,
chc-lia-lin-0315.smt2,76,,,,13,1,76,76,,1869,,11260,,518,44781,25,3982,,,,,,,2318,26364,4004,76,,1,,,,60,,27342.32,8143.98,unsat,90.35,4.53,0.70,2.32,0.57,0.81,71.44,29.30,,0.51,0.20,0.05,1.20,88.10,37.11,50.66,3.63,2.35,16.94,0.21,0.00,0.21,0.50
chc-lia-lin-0316.smt2,,,,66,,,66,66,,527,,2085,,311,14015,336,2362,,,,,,,345,11407,2298,,,,,,,,,25912.44,8099.29,sat,153.59,3.52,0.37,1.26,0.31,1.54,114.10,13.15,,0.03,0.22,0.12,0.47,121.86,57.11,64.52,1.40,0.08,10.27,0.00,,0.00,
chc-lia-lin-0317.smt2,,,,,,,11,10,,139,,176,,,1023,19,214,,,,,,,133,524,203,,,,,,,,,720.95,715.41,timeout,599.80,7.25,0.70,2.45,0.42,3.88,129.32,15.81,,0.02,0.23,0.13,0.06,137.51,19.84,117.63,0.23,0.06,13.21,0.00,,0.00,
chc-lia-lin-0318.smt2,,,,,,,20,19,,407,,734,,,2864,157,679,,,,,,,346,1439,659,,,,,,,,,1486.73,1481.12,timeout,599.52,19.06,1.79,6.44,1.05,10.28,415.77,50.46,,0.06,0.21,0.12,0.19,438.34,31.20,407.07,0.70,0.32,42.05,0.00,,0.00,
chc-lia-lin-0319.smt2,,,,,,,51,50,,161,,1373,,,5711,,1428,,,,,,,112,3638,1378,,,,,,,,,3678.85,3678.85,timeout,599.57,1.86,0.16,0.59,0.12,0.94,6.37,2.03,,0.01,0.21,0.12,0.27,10.16,3.64,6.35,0.79,0.03,0.02,0.00,,0.00,
chc-lia-lin-0320.smt2,,,,,12,1,19,18,,298,26,702,,33,3748,51,569,,,,,,,264,1684,550,,,,,,,18,3,,,,,0.19,0.02,0.05,0.01,0.08,3.81,2.16,,0.02,0.20,0.08,0.14,5.03,2.09,2.86,0.41,0.09,0.47,0.07,0.00,0.07,
chc-lia-lin-0321.smt2,,,,,2,,16,15,,184,2,488,,18,2442,55,428,,,,,,,188,1079,412,,,,,,,,,,,,,0.11,0.01,0.03,0.01,0.05,2.36,1.11,,0.01,0.23,0.09,0.11,3.20,1.39,1.74,0.32,0.02,0.02,0.00,,0.00,
chc-lia-lin-0322.smt2,,,,,69,1,107,106,,4971,39,52294,,741,145738,158,10364,,13,15,,,,6700,75990,10472,,,,,,13,204,,22985.14,22971.40,timeout,596.62,34.27,4.42,19.98,5.14,3.16,450.15,209.54,,3.74,0.25,0.07,4.70,569.02,181.67,386.82,15.86,31.53,157.68,13.96,0.00,13.96,0.13
chc-lia-lin-0323.smt2,,,,,,1,102,101,,4253,7,48034,,541,164664,238,8551,,,,,,,5324,98557,8480,,,,,,,39,,29128.65,29087.91,timeout,597.66,26.07,3.48,15.06,3.97,2.14,506.63,206.66,,3.08,0.31,0.09,3.38,579.59,278.56,300.53,11.41,11.49,130.12,2.61,0.00,2.61,
chc-lia-lin-0324.smt2,,,9,,60,1,188,187,,2756,145,64175,,617,281790,144,7836,,78,167,,,,3827,214004,8625,,,,,,58,469,,36429.97,36429.60,timeout,598.41,9.80,0.65,4.90,1.97,0.78,497.44,31.71,0.01,0.33,0.45,0.15,2.63,582.64,462.83,118.76,8.94,24.41,13.48,17.24,0.00,17.24,0.21
chc-lia-lin-0325.smt2,,,,,,,116,115,,4842,,42723,,798,139921,118,10998,,,,,,,6571,79888,10924,,,,,,,,,33490.76,33370.39,timeout,596.52,38.71,4.49,23.24,5.29,3.04,456.31,218.11,,2.40,0.33,0.10,4.41,540.65,167.65,372.43,16.07,5.14,181.35,0.02,,0.02,
