index,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0000.smt2,,,,,,1,1,,,,,2,,,,2,1,,3,,,,,,,3,1,2,,,,,,,,,17.76,6.37,sat,0.02,0.00,0.00,0.00,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0001.smt2,,,8,3,1,8,8,,19,18,3,10,,15,1,5,67,,37,,1,9,,,,21,37,28,,3,,,,,,,23.04,9.78,sat,0.11,0.03,0.01,,0.00,0.00,0.00,0.00,0.10,0.01,,0.06,0.01,0.01,0.00,0.01,0.00,0.01,0.01
chc-lia-0002.smt2,,,100,55,1,102,102,,20,,,155,5048,5123,90,71,7391,5,5430,,20,69,3,,,616,1991,5716,49,39,3,,,27,141,37,566.52,339.11,sat,124.63,107.43,47.93,,0.25,0.00,0.00,0.86,124.36,5.15,,118.88,2.88,4.18,33.26,9.61,0.00,9.61,0.85
chc-lia-0003.smt2,,,,,1,7,7,,1,1,,4,,20,,16,29,,46,,,,,,2,20,2,34,,,,,4,,4,,24.08,10.13,sat,0.11,0.04,0.02,,0.00,0.00,0.00,0.00,0.10,0.00,,0.07,0.01,0.01,0.00,0.01,0.00,0.01,0.00
chc-lia-0004.smt2,,10,6,4,1,7,7,,19,19,,10,,14,2,9,67,,43,,2,6,,,,23,30,36,,9,,,,,,,23.24,9.81,sat,0.13,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.12,0.01,,0.08,0.01,0.01,0.00,0.01,0.00,0.01,0.01
chc-lia-0005.smt2,,11,6,4,1,7,7,,19,17,,10,,15,2,9,67,,43,,2,6,,,,23,30,36,,9,,,,,,,23.28,9.81,sat,0.14,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.12,0.01,,0.08,0.01,0.01,0.00,0.01,0.00,0.01,0.01
chc-lia-0006.smt2,,,,3,,5,5,,6,3,5,5,,9,,27,18,3,41,,,,,,3,32,4,22,3,,3,,12,,,,25.20,10.99,sat,0.12,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.11,0.00,,0.09,0.01,0.01,0.01,0.01,,0.01,0.00
chc-lia-0007.smt2,,,,3,1,5,5,,,,,11,,9,1,11,44,,33,,2,4,,,,13,18,25,,,,,,,2,,25.00,10.62,sat,0.13,0.05,0.03,,0.00,0.00,0.00,0.00,0.11,0.01,,0.08,0.01,0.01,0.02,0.01,0.00,0.01,
chc-lia-0008.smt2,,,,4,1,5,5,,1,1,,7,,9,1,11,25,3,31,,1,1,,,2,18,7,21,,,,,3,,,,21.92,8.72,sat,0.12,0.04,0.02,,0.00,0.00,0.00,0.00,0.10,0.01,,0.07,0.01,0.01,0.01,0.01,0.00,0.01,0.00
chc-lia-0009.smt2,,965,,716,1,12,11,,,,,235,29,432,,,831,,798,,41,6,,,713,287,17,841,1,36,1,,425,,,,,153.37,timeout,599.39,42.23,16.35,20.58,0.06,0.00,0.00,0.14,582.67,5.40,,577.21,0.91,262.47,13.20,277.19,0.00,277.19,0.89
chc-lia-0010.smt2,,,,,1,9,9,,,,,5,,35,1,16,46,1,60,,,,,,2,16,2,45,,,,,5,,,,25.08,10.69,sat,0.14,0.05,0.02,0.00,0.00,0.00,0.00,0.01,0.12,0.01,,0.09,0.01,0.01,0.01,0.01,0.00,0.01,
chc-lia-0012.smt2,,223,1,33,4,17,17,19,24,15,3,21,1,294,63,400,2421,45,645,,56,18,16,,378,514,802,548,25,25,25,33,83,1,9,3,364.84,190.30,sat,29.23,22.35,9.29,8.71,0.32,0.00,0.00,0.12,28.45,8.03,,20.33,0.51,2.49,7.82,3.16,0.00,3.16,0.36
chc-lia-0013.smt2,,,,5,1,6,6,,,,,33,,34,10,33,155,,85,,18,25,11,,,51,55,72,12,6,11,,,,,,51.16,26.90,sat,0.66,0.40,0.25,,0.01,0.00,0.00,0.01,0.63,0.08,,0.53,0.03,0.09,0.15,0.07,0.00,0.07,0.02
chc-lia-0014.smt2,,,,2,,89,88,,,,,271,5755,7096,,8,15401,2,5865,,,,,,,302,3818,6081,292,,292,,,,,,,167.15,timeout,593.61,519.38,264.82,50.00,1.37,0.00,0.00,2.76,554.66,54.59,,499.70,7.11,9.38,248.22,10.41,,10.41,4.76
chc-lia-0015.smt2,,,1,10,2,11,11,,8,,12,8,2,37,,44,357,,100,,2,2,,,14,69,232,92,,2,,3,11,3,4,2,50.84,25.04,sat,0.44,0.21,0.09,0.01,0.00,0.00,0.00,0.01,0.41,0.11,,0.26,0.02,0.05,0.02,0.04,0.00,0.04,0.00
chc-lia-0016.smt2,,21,,29,6,95,94,317,260,159,557,1010,7,3409,332,1,25539,1539,2373,,252,1698,89,21,12,2589,19133,3533,229,414,187,765,,72,194,15,,465.78,timeout,596.25,492.40,283.05,7.26,1.47,0.00,0.00,0.63,520.15,127.72,,391.90,4.28,8.37,113.99,77.98,0.01,77.98,8.79
chc-lia-0017.smt2,,,,3,1,5,5,,,,,9,,7,,8,30,,22,,1,4,,,,10,13,15,,,,,,,,,25.44,9.29,sat,0.09,0.03,0.01,,0.00,0.00,0.00,0.00,0.07,0.01,,0.04,0.00,0.01,0.01,0.00,0.00,0.00,
chc-lia-0018.smt2,,3032,,903,4,125,124,8,620,79,475,519,169,3914,2193,65,11950,141,3393,,294,372,38,,,881,4043,4370,133,2601,77,367,,34,,,,251.02,timeout,597.84,127.21,31.70,44.06,0.91,0.00,0.00,1.46,524.10,25.99,,497.40,4.43,170.47,1.22,248.84,0.05,248.84,6.94
chc-lia-0019.smt2,,,4,,,7,7,,,,,14,,13,,7,41,,30,,,,,,,29,13,42,12,,11,,,,,,32.24,12.65,sat,0.30,0.21,0.11,0.04,0.00,0.00,0.00,0.01,0.27,0.06,,0.18,0.01,0.00,0.05,0.00,,0.00,0.01
chc-lia-0020.smt2,,34,,86,2,64,63,,98,11,77,578,,936,10,62,34943,42,1404,,28,88,11,,1064,747,19809,1325,55,8,20,209,128,13,10,5,,383.61,timeout,597.70,538.19,454.80,2.17,16.15,0.00,0.00,0.43,586.08,444.77,,140.94,2.82,11.24,33.28,16.70,0.00,16.70,1.40
chc-lia-0021.smt2,,,,3,1,6,6,,,,,16,,13,1,16,73,2,41,,2,8,,,,20,36,34,,,,,,,,,32.48,14.09,sat,0.15,0.07,0.03,,0.00,0.00,0.00,0.00,0.13,0.02,,0.09,0.01,0.01,0.02,0.01,0.00,0.01,
chc-lia-0022.smt2,,,8,4,1,9,9,,24,23,3,13,1,18,3,10,68,4,44,,1,6,,,,22,25,36,24,9,23,,,,,,28.84,11.41,sat,0.16,0.05,0.03,,0.00,0.00,0.00,0.01,0.14,0.01,,0.10,0.01,0.01,0.00,0.02,0.00,0.02,0.01
chc-lia-0023.smt2,,,7,31,3,11,11,54,11,10,,28,,75,16,118,371,56,196,,42,125,36,8,22,200,211,179,36,8,35,60,14,1,42,,112.08,64.57,sat,2.64,1.42,0.97,0.02,0.01,0.00,0.00,0.03,2.55,0.17,,2.33,0.09,0.31,0.53,0.76,0.00,0.76,0.05
chc-lia-0024.smt2,,,,3,1,5,5,,,,,15,,10,2,15,50,,34,,2,8,,,,18,23,28,,,,,,,,,28.76,11.28,sat,0.10,0.04,0.02,,0.00,0.00,0.00,0.00,0.08,0.01,,0.06,0.01,0.01,0.01,0.01,0.00,0.01,
chc-lia-0025.smt2,,36,16,9,1,16,16,,58,,7,24,,65,53,29,265,13,147,,7,35,,,,144,134,350,,64,,,,18,57,4,46.36,23.17,sat,0.86,0.37,0.17,0.01,0.00,0.00,0.00,0.04,0.83,0.07,,0.70,0.12,0.07,0.00,0.18,0.00,0.18,0.03
chc-lia-0026.smt2,,23,3,17,3,12,12,35,5,3,2,10,5,39,5,104,564,14,162,,29,20,18,1,25,147,373,121,20,1,18,41,28,,20,10,132.68,70.72,sat,2.46,1.62,0.96,0.18,0.01,0.00,0.00,0.02,2.37,0.36,,1.96,0.05,0.18,0.44,0.64,0.00,0.64,0.07
chc-lia-0027.smt2,,,,7,1,5,5,,,,,10,,11,1,13,48,1,29,,5,10,3,,,19,23,22,2,1,2,,,,,,30.84,12.49,sat,0.13,0.05,0.03,,0.00,0.00,0.00,0.00,0.11,0.01,,0.08,0.01,0.01,0.02,0.01,0.00,0.01,0.00
chc-lia-0028.smt2,,86,,36,4,11,10,277,76,26,49,1184,5,404,121,10,3595,2,1304,,215,153,176,41,267,1507,995,968,221,12,216,414,375,7,298,41,,585.04,timeout,597.76,297.82,230.74,13.83,2.70,0.00,0.00,0.22,317.96,101.26,,216.66,2.12,7.23,93.28,42.17,0.01,42.17,8.57
chc-lia-0029.smt2,,,4,6,1,6,6,,1,1,,11,1,8,2,8,39,1,27,,3,4,,,,13,16,18,1,1,1,,,,,,28.24,10.96,sat,0.10,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.08,0.01,,0.05,0.00,0.01,0.01,0.01,0.00,0.01,0.00
chc-lia-0030.smt2,,333,15,15,2,20,20,,15,,13,38,22,271,148,108,1746,6,374,,93,5,8,,,336,932,487,57,66,51,4,,2,,,205.16,122.06,sat,11.42,9.30,4.38,2.72,0.08,0.00,0.00,0.13,11.29,2.10,,9.10,0.34,0.49,2.48,1.70,0.00,1.70,0.59
chc-lia-0031.smt2,,303,30,33,2,30,30,,171,91,75,108,81,641,35,192,7334,148,868,,111,143,22,,14,448,4541,1130,90,468,90,381,,10,25,3,526.56,314.20,sat,43.48,34.96,19.63,2.98,0.86,0.00,0.00,0.29,43.14,17.64,,25.34,1.12,1.98,1.79,6.97,0.00,6.97,0.96
chc-lia-0032.smt2,,,2,8,2,11,11,,8,8,2,14,8,42,5,36,171,2,99,,11,4,8,,2,47,49,94,17,6,16,3,3,,10,2,48.32,23.02,sat,0.48,0.25,0.12,0.03,0.00,0.00,0.00,0.01,0.45,0.05,,0.35,0.03,0.04,0.07,0.05,0.00,0.05,0.02
chc-lia-0035.smt2,,159,,18,3,13,12,13,162,81,99,1077,11,244,48,18,4177,6,1396,,124,291,25,6,216,1794,1550,1307,101,5,91,318,342,31,190,24,,433.53,timeout,597.13,244.42,164.15,38.23,1.35,0.00,0.00,0.25,260.46,84.99,,175.41,2.49,6.72,75.70,26.19,0.00,26.19,6.49
chc-lia-0036.smt2,,297,,44,2,18,17,,258,130,110,1029,,360,16,13,6182,41,1401,,123,124,21,52,70,1782,2616,1323,149,3,139,387,341,38,115,17,,471.34,timeout,597.50,298.76,203.92,50.14,2.79,0.00,0.00,0.25,317.12,107.70,,209.33,2.33,6.79,94.51,28.62,0.00,28.62,11.82
chc-lia-0044.smt2,,,,4,1,5,5,,,,,20,1,11,3,,53,,36,,4,2,3,,,18,14,32,6,1,4,,,,,,36.48,11.90,unsat,0.16,0.08,0.04,0.01,0.00,0.00,0.00,0.00,0.14,0.02,,0.10,0.01,0.01,0.02,0.01,0.00,0.01,0.01
chc-lia-0045.smt2,,,,3,1,17,17,,,,,32,,96,1,31,299,7,130,,1,14,,,,33,111,112,,,,,,,,,48.84,26.68,sat,0.55,0.33,0.19,0.01,0.00,0.00,0.00,0.01,0.52,0.08,,0.39,0.03,0.04,0.18,0.01,0.00,0.01,
chc-lia-0046.smt2,,1972,,264,4,40,39,261,283,189,34,1412,,5552,1624,527,24996,137,3842,,1953,191,991,8,121,1835,12409,4797,1168,1698,1151,1257,214,40,402,49,,676.59,timeout,595.50,505.90,241.71,107.11,4.17,0.01,0.00,2.25,582.26,153.06,,428.99,7.10,24.20,76.43,112.44,0.03,112.44,43.07
chc-lia-0047.smt2,,,15,3,1,26,26,,24,6,1,48,,175,,42,653,13,227,,1,14,,,,72,248,270,12,2,6,,,18,2,,77.52,46.12,sat,1.58,1.04,0.66,,0.01,0.00,0.00,0.03,1.52,0.26,,1.17,0.08,0.12,0.48,0.05,0.00,0.05,0.03
chc-lia-0048.smt2,,,,,,157,156,,,,,157,12244,12245,,,12402,,12403,,,,,,,157,,12246,,,,,,,,,,162.82,timeout,593.19,537.71,211.50,,0.61,0.00,0.00,1.99,585.87,1.71,,583.66,7.56,11.96,184.38,17.26,,17.26,
chc-lia-0049.smt2,,,,1,,100,100,,,,,100,4948,4949,,,5049,,5050,,,,,,,100,,5049,100,,1,,,,,,381.68,245.11,unsat,78.68,64.82,26.81,,0.16,0.00,0.00,0.78,78.44,0.48,,77.64,2.34,3.13,20.84,4.60,,4.60,1.45
chc-lia-0050.smt2,,,,3,1,27,27,,26,21,1,93,,534,,78,1769,21,374,,5,53,,,,117,666,364,27,1,21,,,5,4,,148.76,91.80,sat,4.73,3.58,2.47,,0.06,0.00,0.00,0.05,4.63,1.14,,3.39,0.14,0.43,1.66,0.08,0.00,0.08,0.07
chc-lia-0051.smt2,,,,5,3,7,7,3,2,2,,14,,23,4,29,89,12,62,,10,15,8,,,49,28,57,8,1,8,6,,,4,,61.96,34.70,sat,0.66,0.43,0.26,,0.00,0.00,0.00,0.02,0.63,0.05,,0.56,0.04,0.05,0.22,0.07,0.00,0.07,0.02
chc-lia-0052.smt2,,,,5,3,7,7,3,2,2,,14,,23,4,29,89,12,62,,10,15,8,,,49,28,57,8,1,8,6,,,4,,61.96,34.70,sat,0.66,0.42,0.25,,0.00,0.00,0.00,0.02,0.62,0.05,,0.55,0.04,0.05,0.22,0.07,0.00,0.07,0.02
chc-lia-0053.smt2,,,,6,1,24,24,,,,,25,,180,2,68,1030,4,210,,2,9,,,6,56,612,184,,,,,6,,,,95.40,63.15,sat,1.52,1.02,0.57,0.01,0.01,0.00,0.00,0.02,1.45,0.44,,0.94,0.06,0.13,0.42,0.02,0.00,0.02,
chc-lia-0057.smt2,,,8,27,2,13,13,,34,,26,46,13,185,18,122,1134,5,254,,34,42,14,,23,214,685,286,21,12,15,1,1,6,,,149.40,77.39,sat,1.77,1.02,0.43,0.08,0.02,0.01,0.00,0.06,1.68,0.43,,1.20,0.12,0.18,0.18,0.18,0.00,0.18,0.06
chc-lia-0058.smt2,,,2,12,3,6,6,9,,,,18,,30,4,44,134,23,86,,36,7,34,,,69,47,79,5,12,5,20,,,2,,71.76,40.13,sat,0.99,0.61,0.40,,0.01,0.00,0.00,0.02,0.95,0.08,,0.84,0.06,0.10,0.26,0.14,0.00,0.14,0.05
chc-lia-0059.smt2,,,2,12,3,6,6,9,,,,18,,30,4,44,134,23,86,,36,7,34,,,69,47,79,5,12,5,20,,,2,,71.76,40.13,sat,1.04,0.64,0.42,,0.01,0.00,0.00,0.02,0.98,0.08,,0.88,0.06,0.11,0.27,0.15,0.00,0.15,0.05
chc-lia-0061.smt2,,,,3,1,17,17,,,,,62,1,181,1,37,630,12,161,,3,18,,,,40,270,142,,1,,,,,,,96.32,60.86,sat,1.73,1.31,0.91,,0.02,0.00,0.00,0.02,1.67,0.34,,1.28,0.05,0.12,0.80,0.02,0.00,0.02,
chc-lia-0063.smt2,,895,,123,3,60,59,200,122,89,4,481,,1212,236,1,11107,686,1647,,223,321,13,,,1571,6163,2579,17,722,16,435,,7,633,1,,322.49,timeout,598.69,201.08,98.38,50.71,1.88,0.00,0.00,1.16,232.29,79.57,,152.39,5.39,8.34,9.19,44.35,0.01,44.35,6.15
chc-lia-0064.smt2,,895,,123,3,60,59,200,122,89,4,481,,1212,236,1,11107,686,1647,,223,321,13,,,1571,6163,2579,17,722,16,435,,7,633,1,,322.78,timeout,598.80,189.14,93.08,47.95,1.84,0.00,0.00,1.15,220.12,76.27,,143.53,5.30,8.30,8.19,42.56,0.01,42.56,5.76
chc-lia-0070.smt2,,5,,2,1,4,4,,,,,12,4,2,2,4,38,3,20,,,,,,,11,16,19,4,,1,,,,,,33.76,10.34,unsat,0.10,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.08,0.01,,0.05,0.01,0.01,0.01,0.01,0.00,0.01,0.00
chc-lia-0079.smt2,,,,3,1,28,28,,8,4,4,80,2,443,2,104,1608,16,353,,2,60,4,,,110,803,326,6,,4,,,,,,180.64,120.30,sat,4.75,3.52,2.22,,0.05,0.00,0.00,0.05,4.62,1.03,,3.50,0.14,0.52,1.81,0.07,0.00,0.07,0.01
chc-lia-0080.smt2,,,,4,1,31,31,,28,26,,69,,331,10,56,1003,34,317,,25,119,7,,,140,387,290,40,11,32,,,2,2,1,129.48,79.43,sat,3.56,2.54,1.79,,0.02,0.00,0.00,0.04,3.48,0.51,,2.85,0.10,0.39,1.35,0.15,0.00,0.15,0.07
chc-lia-0081.smt2,,,,5,1,30,30,,1,1,,68,6,268,10,58,900,32,287,,21,119,5,,,130,371,265,16,9,5,,,,,,127.24,78.38,sat,3.33,2.39,1.68,,0.02,0.00,0.00,0.03,3.25,0.45,,2.69,0.10,0.36,1.33,0.16,0.00,0.16,0.03
chc-lia-0082.smt2,,,21,4,1,30,30,,8,7,,69,2,253,24,65,1144,41,238,,35,76,12,,,182,636,299,25,17,19,,,7,,,136.84,84.61,sat,3.42,2.45,1.49,0.12,0.02,0.00,0.00,0.04,3.33,0.64,,2.58,0.12,0.32,1.08,0.20,0.00,0.20,0.07
chc-lia-0083.smt2,,,21,4,1,26,26,,9,7,,73,2,223,6,53,1002,24,215,,18,69,6,,,135,527,272,19,9,13,,,7,,,128.08,78.47,sat,2.70,1.95,1.27,0.01,0.02,0.00,0.00,0.04,2.63,0.54,,2.01,0.10,0.23,0.90,0.11,0.00,0.11,0.04
chc-lia-0084.smt2,,54,,103,3,100,99,33,73,40,4,539,19,7500,438,,26080,517,1511,,523,917,256,,,2400,15820,4744,239,230,231,64,,174,10,1,,392.98,timeout,597.35,537.37,322.00,12.43,1.68,0.00,0.00,0.90,566.49,187.39,,378.58,4.87,9.65,133.57,55.43,0.01,55.43,15.17
chc-lia-0085.smt2,,,,4,1,30,30,,1,1,,65,10,228,18,59,858,29,269,,21,102,5,,,110,370,244,16,9,5,,,,,,126.52,77.65,sat,3.11,2.19,1.45,0.09,0.02,0.00,0.00,0.03,3.03,0.43,,2.48,0.09,0.34,1.22,0.17,0.00,0.17,0.03
chc-lia-0086.smt2,,,,,,20,20,,,,,43,,167,,30,568,3,136,,,,,,,23,232,119,,,,,,,,,59.88,37.52,sat,0.79,0.53,0.34,,0.01,0.00,0.00,0.01,0.76,0.18,,0.52,0.04,0.05,0.27,0.00,,0.00,
chc-lia-0091.smt2,,,51,8,1,51,51,,104,89,14,77,,251,44,66,3197,74,335,,42,137,28,,,438,2619,587,91,56,89,,,27,84,3,244.92,164.12,sat,6.45,4.79,2.39,,0.04,0.00,0.00,0.08,6.31,2.16,,3.92,0.25,0.33,1.11,0.54,0.00,0.54,0.19
chc-lia-0092.smt2,,,,4,2,24,24,,6,,,50,,188,2,40,764,13,207,,4,21,,3,,56,315,204,,2,,3,,6,,,86.04,49.84,sat,1.41,0.97,0.63,0.01,0.01,0.00,0.00,0.02,1.36,0.29,,0.99,0.07,0.10,0.47,0.02,0.00,0.02,0.01
chc-lia-0093.smt2,,,,11,3,31,30,22,7,7,,195,1,324,5,,1743,1,442,,35,4,20,,7,177,688,354,8,,7,33,62,,2,,,87.35,timeout,600.01,7.31,5.42,0.55,0.08,0.00,0.00,0.05,9.05,2.12,,6.82,0.15,0.77,3.73,0.48,0.00,0.48,0.16
chc-lia-0094.smt2,,,99,188,1,101,101,,1,,1,104,4949,5059,194,107,10640,22,5259,,20,5,19,,,118,5293,5155,,10,,,,,42,,670.04,473.34,sat,188.39,148.85,56.33,,0.40,0.00,0.00,0.93,188.07,44.81,,142.93,3.30,14.50,52.04,20.68,0.00,20.68,0.26
chc-lia-0096.smt2,,,99,188,1,101,101,,1,,1,104,4949,5051,194,107,10685,,5259,,20,5,19,,,118,5338,5155,,10,,,,,42,,670.76,474.24,sat,172.91,134.09,50.72,,0.40,0.00,0.00,0.97,172.59,41.96,,130.30,3.25,14.41,47.69,19.64,0.00,19.64,0.16
chc-lia-0097.smt2,,,16,4,1,35,35,,8,7,,61,,369,6,76,1486,2,375,,10,16,,,,67,625,351,11,6,7,,,1,,,143.32,88.79,sat,3.71,2.80,1.83,0.04,0.03,0.00,0.00,0.04,3.62,0.77,,2.73,0.12,0.29,1.40,0.06,0.00,0.06,0.04
chc-lia-0102.smt2,,,,3,2,16,16,,9,6,8,97,70,108,10,73,808,16,246,,12,70,12,,,177,445,245,26,3,13,1,,1,5,,191.04,121.73,sat,4.76,3.71,2.43,,0.04,0.00,0.00,0.10,4.65,0.80,,3.79,0.23,0.29,1.99,0.18,0.00,0.18,0.14
chc-lia-0103.smt2,,,14,6,3,18,18,3,,,,97,97,304,30,69,1111,17,307,,39,41,33,,,250,455,325,45,15,33,9,,3,36,5,217.20,132.26,sat,7.07,5.61,3.59,0.07,0.07,0.00,0.00,0.13,6.96,1.13,,5.76,0.30,0.40,2.75,0.59,0.00,0.59,0.26
chc-lia-0104.smt2,,601,,22,3,79,78,34,50,,49,577,106,4672,157,,25740,73,2455,,246,45,34,,,345,13903,2691,16,218,16,34,,11,78,20,,356.21,timeout,598.24,538.18,192.65,214.42,1.83,0.00,0.00,0.46,562.81,247.99,,314.46,2.26,13.17,171.63,25.81,0.00,25.81,13.72
chc-lia-0107.smt2,,129,,12,4,52,51,84,33,,1,720,3,1352,29,,13028,91,1199,,97,7,43,1,25,874,8508,1284,,1,,84,87,34,21,5,,458.20,timeout,598.55,226.89,109.80,62.95,0.99,0.00,0.00,0.21,240.62,96.06,,144.37,1.30,6.85,94.38,8.18,0.00,8.18,3.69
chc-lia-0109.smt2,,152,,98,4,12,11,123,33,29,10,1367,18,393,94,274,4241,242,1581,,158,86,109,15,874,1588,1764,1395,149,16,138,189,218,1,179,27,,612.22,timeout,598.54,208.96,134.26,35.06,0.99,0.00,0.00,0.30,233.48,50.73,,182.71,2.10,10.05,96.54,20.99,0.00,20.99,3.87
chc-lia-0110.smt2,,,,9,2,10,10,,5,5,4,39,4,56,13,49,464,5,131,,23,34,20,,,104,282,119,25,7,24,4,,,4,2,189.84,116.86,sat,3.27,2.58,1.57,,0.02,0.00,0.00,0.05,3.15,0.55,,2.56,0.12,0.16,1.27,0.24,0.00,0.24,0.12
chc-lia-0111.smt2,,,,9,2,10,10,,5,5,4,39,4,56,13,49,464,5,131,,23,34,20,,,104,282,119,25,7,24,4,,,4,2,189.84,116.86,sat,3.18,2.50,1.50,,0.02,0.00,0.00,0.05,3.06,0.53,,2.49,0.11,0.16,1.23,0.23,0.00,0.23,0.12
chc-lia-0112.smt2,,,12,16,2,52,52,,13,10,,66,18,745,91,222,4088,108,582,,117,257,94,,,371,2732,578,100,28,88,16,,5,,,433.48,279.58,sat,18.98,15.66,10.35,0.01,0.08,0.00,0.00,0.10,18.65,3.53,,14.90,0.32,1.25,7.01,1.65,0.00,1.65,0.77
chc-lia-0113.smt2,,840,58,47,2,151,151,,322,212,6,90,331,2337,750,368,26110,686,1551,,398,509,40,,,1180,19949,3187,221,635,214,5,,77,22,,1907.88,1240.15,sat,498.84,475.30,170.96,119.66,0.77,0.00,0.00,0.60,497.58,204.06,,292.72,2.49,6.64,71.58,51.83,0.01,51.83,29.15
chc-lia-0114.smt2,,54,28,11,5,60,60,32,68,57,1,252,5,3036,169,409,12943,291,1509,,371,759,103,,,1889,7247,3323,164,215,149,41,,147,73,20,1438.28,908.28,sat,264.51,242.61,180.58,3.32,1.47,0.00,0.00,0.61,263.38,60.44,,202.67,3.16,10.34,96.62,14.70,0.00,14.70,7.01
chc-lia-0115.smt2,,3548,,57,5,60,59,144,503,,77,918,92,3493,909,,20776,58,2880,,1155,98,36,,,1090,6900,3629,,1080,,169,,52,355,12,,340.70,timeout,597.10,511.68,149.41,257.95,2.21,0.00,0.00,0.63,556.12,190.52,,365.33,3.91,22.63,114.39,56.64,0.01,56.64,36.96
chc-lia-0116.smt2,,,30,14,3,48,48,2,29,24,8,235,21,2259,92,263,7040,236,1252,,190,653,53,1,,921,3290,1727,98,89,74,3,,62,24,,761.88,491.94,sat,80.28,68.19,53.18,0.03,0.57,0.00,0.00,0.27,79.72,12.78,,66.75,1.18,6.77,37.20,3.96,0.00,3.96,1.41
chc-lia-0117.smt2,,,,4,2,11,11,,4,4,,60,1,119,9,89,480,40,175,,15,101,10,,,125,150,166,11,6,8,2,,,10,5,226.80,142.62,sat,5.50,4.49,3.17,,0.04,0.00,0.00,0.07,5.37,0.85,,4.48,0.18,0.32,2.81,0.20,0.00,0.20,0.07
chc-lia-0118.smt2,,,6,7,3,11,11,15,12,7,10,75,2,184,33,162,646,49,302,,60,141,47,,,276,247,287,36,9,32,24,,1,16,4,445.40,283.90,sat,17.18,14.61,10.14,0.13,0.06,0.00,0.00,0.16,16.89,1.23,,15.62,0.36,0.95,9.09,1.38,0.00,1.38,0.53
chc-lia-0119.smt2,,,6,7,3,11,11,15,12,7,10,75,2,184,33,162,646,49,302,,60,141,47,,,276,247,287,36,9,32,24,,1,16,4,445.40,283.90,sat,17.82,15.33,10.70,0.13,0.06,0.00,0.00,0.16,17.54,1.27,,16.23,0.36,0.93,9.40,1.43,0.00,1.43,0.57
chc-lia-0120.smt2,,,12,8,3,12,12,1,16,14,23,71,3,118,20,41,485,11,153,,21,11,19,,,117,215,152,17,9,14,1,,3,9,5,206.32,127.94,sat,4.01,3.21,1.92,0.07,0.02,0.00,0.00,0.07,3.91,0.63,,3.23,0.16,0.20,1.59,0.25,0.00,0.25,0.19
chc-lia-0121.smt2,,950,,52,2,65,64,,11,,13,927,2093,5344,108,,17561,33,3611,,855,7,376,,,886,6063,4552,136,779,126,263,,37,63,5,,344.79,timeout,597.17,481.05,298.97,70.70,3.47,0.00,0.00,0.82,534.91,110.78,,423.84,4.61,27.05,168.56,56.56,0.00,56.56,25.48
chc-lia-0122.smt2,,16,,9,1,103,102,,215,,477,688,14,1534,48,69,22238,422,1406,,37,193,1,,,1519,18147,3092,1,81,1,,,162,28,2,,647.18,timeout,598.22,274.04,158.40,0.92,1.00,0.00,0.00,0.57,292.71,126.20,,166.04,3.03,8.92,88.84,4.66,0.00,4.66,2.37
chc-lia-0123.smt2,,,40,7,2,54,54,,24,,34,197,132,1288,42,188,8465,70,1243,,113,215,6,,,766,4818,1746,,65,,5,,36,5,,692.80,458.85,sat,44.92,37.67,21.86,3.79,0.43,0.00,0.00,0.24,44.56,13.06,,31.27,0.97,3.34,13.90,1.56,0.00,1.56,0.64
